work_order_id,created_at,completed_at,category,priority,site,technician,resolution_hours,sla_target_hours,sla_met,downtime_hours,labor_cost,material_cost,total_cost,month
WO-00495,2026-04-10 03:00:00,2026-04-10 20:16:33.304739095,Plumbing,High,Production A,Tech A,17.3,24,1,5.0,527.26,173.69,1454.65,2026-04
WO-00496,2026-06-20 05:00:00,2026-06-23 09:53:33.869220370,Plumbing,Low,Production A,Tech B,76.9,72,0,3.5,3452.44,21.36,3998.93,2026-06
WO-00497,2026-02-07 07:00:00,2026-02-07 14:21:34.776249511,Mechanical,High,Production A,Tech D,7.4,24,1,1.6,254.82,171.46,668.11,2026-02
WO-00498,2026-06-19 19:00:00,2026-06-20 05:07:18.984200734,HVAC,High,Warehouse,Tech A,10.1,24,1,2.3,451.34,319.74,1109.52,2026-06
WO-00499,2026-02-26 12:00:00,2026-02-27 14:01:38.796456064,Controls,Low,Production A,Tech C,26.0,72,1,2.0,870.1,108.22,1273.34,2026-02
WO-00500,2026-02-23 20:00:00,2026-02-24 12:46:46.981196038,HVAC,High,Production A,Tech C,16.8,24,1,3.5,759.02,120.17,1403.32,2026-02
WO-00501,2026-02-27 09:00:00,2026-03-02 02:28:41.451651164,Controls,Low,Production A,Tech D,65.5,72,1,3.5,2741.73,329.41,3600.66,2026-02
WO-00502,2026-02-09 19:00:00,2026-02-10 03:44:22.780704713,Controls,Low,Production A,Tech D,8.7,72,1,0.3,328.25,301.86,673.42,2026-02
WO-00503,2026-01-09 01:00:00,2026-01-10 11:05:13.918378524,Electrical,Low,Production B,Tech E,34.1,72,1,1.4,1864.07,93.2,2170.88,2026-01
WO-00504,2026-06-25 04:00:00,2026-06-25 12:35:41.513837702,HVAC,Medium,Warehouse,Tech A,8.6,48,1,1.3,374.25,222.45,791.79,2026-06
WO-00505,2026-01-02 07:00:00,2026-01-02 19:35:16.950293005,HVAC,Low,Production B,Tech C,12.6,72,1,1.1,489.91,184.22,836.18,2026-01
WO-00506,2026-01-28 00:00:00,2026-01-29 03:19:02.388176515,General Maintenance,Low,Production A,Tech C,27.3,72,1,0.9,1106.37,70.0,1308.25,2026-01
WO-00507,2026-04-03 15:00:00,2026-04-07 12:14:04.960889278,Plumbing,Low,Production B,Tech C,93.2,72,0,4.6,3867.01,95.17,4650.79,2026-04
WO-00508,2026-02-02 14:00:00,2026-02-04 15:12:00.056864535,Controls,Low,Warehouse,Tech D,49.2,72,1,3.7,1604.67,0.0,2155.01,2026-02
WO-00509,2026-05-16 21:00:00,2026-05-17 17:07:56.202099049,HVAC,Medium,Production A,Tech C,20.1,48,1,1.1,849.7,397.94,1411.76,2026-05
WO-00510,2026-06-09 23:00:00,2026-06-11 19:19:15.682753047,General Maintenance,Low,Production B,Tech E,44.3,72,1,2.3,1800.55,33.22,2183.04,2026-06
WO-00511,2026-06-12 14:00:00,2026-06-13 06:52:17.675524141,Controls,High,Production A,Tech D,16.9,24,1,3.1,662.92,119.6,1252.01,2026-06
WO-00512,2026-06-04 17:00:00,2026-06-05 10:24:27.323971879,Controls,Medium,Office,Tech E,17.4,48,1,0.3,619.62,174.2,836.58,2026-06
WO-00513,2026-06-11 04:00:00,2026-06-11 11:41:08.291707490,HVAC,Critical,Production A,Tech A,7.7,8,1,0.4,291.09,65.58,411.03,2026-06
WO-00514,2026-04-04 01:00:00,2026-04-06 21:47:04.516400301,Controls,Medium,Production B,Tech A,68.8,48,0,2.8,2307.84,0.0,2732.81,2026-04
WO-00515,2026-03-04 05:00:00,2026-03-04 13:32:37.934943324,General Maintenance,Medium,Office,Tech A,8.5,48,1,0.0,335.87,68.92,404.8,2026-03
WO-00516,2026-06-14 17:00:00,2026-06-18 13:41:30.450051880,Electrical,Low,Production B,Tech B,92.7,72,0,4.9,4481.62,122.81,5334.77,2026-06
WO-00517,2026-05-15 07:00:00,2026-05-16 01:26:19.366824378,Electrical,Low,Office,Tech D,18.4,72,1,0.8,865.54,226.79,1208.23,2026-05
WO-00518,2026-06-07 20:00:00,2026-06-09 13:38:40.070801397,HVAC,Low,Production A,Tech A,41.6,72,1,1.6,2149.83,201.61,2589.63,2026-06
WO-00519,2026-01-24 03:00:00,2026-01-25 06:20:37.287687019,Plumbing,High,Utility Room,Tech D,27.3,24,0,5.4,1120.44,167.97,2091.44,2026-01
WO-00520,2026-04-21 17:00:00,2026-04-21 19:46:18.120900160,General Maintenance,High,Production A,Tech E,2.8,24,1,1.0,129.88,31.07,310.68,2026-04
WO-00521,2026-03-13 14:00:00,2026-03-14 02:04:14.971696826,Electrical,Medium,Warehouse,Tech C,12.1,48,1,0.0,526.98,100.86,627.83,2026-03
WO-00522,2026-05-09 22:00:00,2026-05-10 18:29:20.926558163,HVAC,Medium,Production A,Tech C,20.5,48,1,1.4,815.24,325.97,1346.96,2026-05
WO-00523,2026-03-05 20:00:00,2026-03-07 07:46:05.237328358,Controls,Medium,Warehouse,Tech D,35.8,48,1,1.3,1512.29,166.06,1869.03,2026-03
WO-00524,2026-05-19 14:00:00,2026-05-20 13:16:32.454099780,Electrical,Low,Utility Room,Tech B,23.3,72,1,0.7,979.37,183.77,1270.74,2026-05
WO-00525,2026-05-02 14:00:00,2026-05-03 05:40:09.801491163,Electrical,Medium,Production A,Tech D,15.7,48,1,0.6,703.46,32.16,823.96,2026-05
WO-00526,2026-06-20 20:00:00,2026-06-21 12:36:54.343731825,HVAC,Medium,Production A,Tech B,16.6,48,1,1.0,714.78,0.0,865.54,2026-06
WO-00527,2026-06-29 03:00:00,2026-06-29 04:48:52.297966410,Plumbing,High,Production B,Tech A,1.8,24,1,0.0,65.6,188.98,254.58,2026-06
WO-00528,2026-01-12 15:00:00,2026-01-13 19:13:59.285721950,Electrical,Medium,Utility Room,Tech C,28.2,48,1,1.3,703.16,298.03,1198.09,2026-01
WO-00529,2026-04-02 00:00:00,2026-04-02 04:45:45.198971503,General Maintenance,Medium,Office,Tech B,4.8,48,1,0.2,230.87,11.48,276.83,2026-04
WO-00530,2026-06-28 06:00:00,2026-06-29 13:36:04.220823150,Mechanical,Medium,Warehouse,Tech D,31.6,48,1,1.3,1494.39,101.95,1794.37,2026-06
WO-00531,2026-02-03 11:00:00,2026-02-03 19:18:36.638740950,Controls,High,Production A,Tech B,8.3,24,1,0.7,358.8,93.63,560.01,2026-02
WO-00532,2026-02-28 20:00:00,2026-03-02 10:10:05.300971606,Mechanical,Low,Production B,Tech A,38.2,72,1,1.4,1307.93,233.94,1751.33,2026-02
WO-00533,2026-03-17 07:00:00,2026-03-18 14:17:42.562235537,Mechanical,Medium,Office,Tech B,31.3,48,1,1.7,1159.58,153.38,1562.91,2026-03
WO-00534,2026-02-04 18:00:00,2026-02-04 23:37:32.837399600,Controls,Critical,Production A,Tech B,5.6,8,1,2.3,177.99,209.99,736.64,2026-02
WO-00535,2026-05-07 20:00:00,2026-05-07 21:45:30.037529894,Plumbing,Critical,Utility Room,Tech D,1.8,8,1,0.8,95.74,6.71,217.82,2026-05
WO-00536,2026-05-14 02:00:00,2026-05-15 04:39:38.915645342,Controls,Low,Production B,Tech C,26.7,72,1,1.2,1247.46,101.35,1526.27,2026-05
WO-00537,2026-02-01 22:00:00,2026-02-02 05:50:53.271740429,General Maintenance,High,Production B,Tech B,7.8,24,1,0.1,266.17,86.03,374.38,2026-02
WO-00538,2026-04-26 14:00:00,2026-04-27 02:12:08.107817001,Plumbing,Medium,Production A,Tech D,12.2,48,1,0.2,516.22,189.85,741.22,2026-04
WO-00539,2026-05-13 02:00:00,2026-05-13 10:51:25.775114074,Controls,Medium,Production A,Tech E,8.9,48,1,0.0,325.69,148.23,473.92,2026-05
WO-00540,2026-02-07 13:00:00,2026-02-07 19:45:18.210357519,HVAC,High,Production A,Tech C,6.8,24,1,1.0,316.18,413.15,872.04,2026-02
WO-00541,2026-04-23 22:00:00,2026-04-24 15:01:43.973777959,HVAC,Medium,Office,Tech A,17.0,48,1,0.1,638.38,336.32,993.31,2026-04
WO-00542,2026-01-31 09:00:00,2026-02-02 22:52:23.956876115,HVAC,Medium,Production A,Tech D,61.9,48,0,2.4,2628.72,87.25,3080.52,2026-01
WO-00543,2026-01-06 17:00:00,2026-01-07 22:34:40.705355379,Controls,Low,Production A,Tech B,29.6,72,1,1.8,1347.1,104.12,1716.25,2026-01
WO-00544,2026-03-29 19:00:00,2026-03-31 07:25:41.095986010,Electrical,Low,Production A,Tech D,36.4,72,1,2.0,1473.86,156.71,1937.06,2026-03
WO-00545,2026-06-11 17:00:00,2026-06-13 17:54:40.715452510,Electrical,Low,Office,Tech B,48.9,72,1,1.7,2056.91,66.28,2382.82,2026-06
WO-00546,2026-01-22 02:00:00,2026-01-22 22:51:50.871169504,Plumbing,Medium,Utility Room,Tech E,20.9,48,1,1.6,1086.35,107.06,1432.56,2026-01
WO-00547,2026-04-04 20:00:00,2026-04-04 23:16:06.720725571,Plumbing,High,Production B,Tech C,3.3,24,1,0.6,126.96,201.69,413.77,2026-04
WO-00548,2026-05-29 12:00:00,2026-05-29 18:07:35.660423849,General Maintenance,Low,Production A,Tech E,6.1,72,1,0.9,219.16,112.03,461.61,2026-05
WO-00549,2026-06-24 01:00:00,2026-06-25 14:08:35.263107705,HVAC,Low,Production A,Tech C,37.1,72,1,1.7,1557.74,194.15,2006.54,2026-06
WO-00550,2026-04-24 06:00:00,2026-04-24 07:31:15.628521651,Electrical,Critical,Production B,Tech B,1.5,8,1,0.9,81.65,131.85,344.1,2026-04
WO-00551,2026-03-28 03:00:00,2026-03-28 12:05:43.869302555,Mechanical,Medium,Production A,Tech C,9.1,48,1,0.6,288.85,222.52,603.79,2026-03
WO-00552,2026-06-12 22:00:00,2026-06-14 00:55:52.953892671,Electrical,High,Warehouse,Tech C,26.9,24,0,5.1,1078.1,211.26,2054.09,2026-06
WO-00553,2026-02-20 06:00:00,2026-02-20 21:31:41.673294032,HVAC,Medium,Production A,Tech B,15.5,48,1,0.7,713.61,0.0,824.71,2026-02
WO-00554,2026-04-09 13:00:00,2026-04-11 12:52:47.721993055,HVAC,Medium,Production B,Tech D,47.9,48,1,2.2,2497.95,163.53,2996.57,2026-04
WO-00555,2026-04-05 23:00:00,2026-04-07 12:55:55.969461745,HVAC,Medium,Warehouse,Tech E,37.9,48,1,1.7,1691.61,404.82,2357.83,2026-04
WO-00556,2026-06-24 21:00:00,2026-06-26 18:20:47.066163253,Plumbing,Medium,Warehouse,Tech B,45.3,48,1,2.5,1649.91,173.84,2200.49,2026-06
WO-00557,2026-01-10 23:00:00,2026-01-11 06:43:18.744910590,Controls,Medium,Production B,Tech C,7.7,48,1,1.8,271.67,58.24,598.18,2026-01
WO-00558,2026-03-03 17:00:00,2026-03-04 06:40:23.961591076,General Maintenance,Medium,Utility Room,Tech D,13.7,48,1,1.0,501.8,99.96,748.21,2026-03
WO-00559,2026-02-14 15:00:00,2026-02-15 14:23:01.151508550,Electrical,Low,Warehouse,Tech B,23.4,72,1,1.1,922.88,0.0,1092.65,2026-02
WO-00560,2026-01-30 07:00:00,2026-01-31 14:39:28.223715482,Mechanical,Low,Production A,Tech E,31.7,72,1,1.6,1538.72,132.53,1910.87,2026-01
WO-00561,2026-06-28 07:00:00,2026-06-28 14:52:31.399586510,Controls,Medium,Production A,Tech A,7.9,48,1,0.0,354.29,264.8,619.09,2026-06
WO-00562,2026-03-24 20:00:00,2026-03-25 07:52:16.366382619,Controls,Medium,Office,Tech C,11.9,48,1,1.5,550.61,223.97,1005.42,2026-03
WO-00563,2026-05-31 18:00:00,2026-06-01 19:04:12.366292444,Electrical,Medium,Production A,Tech C,25.1,48,1,1.6,935.82,275.67,1445.74,2026-05
WO-00564,2026-03-23 14:00:00,2026-03-23 22:39:31.641796643,HVAC,Low,Production A,Tech A,8.7,72,1,0.6,405.74,399.34,895.71,2026-03
WO-00565,2026-02-27 05:00:00,2026-03-01 09:31:41.286980350,Plumbing,Low,Production B,Tech A,52.5,72,1,2.3,2633.67,0.0,2983.03,2026-02
WO-00566,2026-03-26 13:00:00,2026-03-27 18:44:07.063009550,Plumbing,Low,Warehouse,Tech C,29.7,72,1,1.4,1344.32,79.31,1639.03,2026-03
WO-00567,2026-03-10 01:00:00,2026-03-10 13:16:02.110742768,HVAC,High,Office,Tech B,12.3,24,1,2.5,510.97,297.88,1188.34,2026-03
WO-00568,2026-01-09 01:00:00,2026-01-09 04:01:08.718131919,Mechanical,Medium,Office,Tech D,3.0,48,1,0.0,114.82,89.75,204.57,2026-01
WO-00569,2026-05-14 09:00:00,2026-05-14 13:51:15.023741338,Controls,High,Utility Room,Tech E,4.9,24,1,0.8,227.21,103.31,455.63,2026-05
WO-00570,2026-03-02 21:00:00,2026-03-02 23:58:16.992466840,HVAC,Critical,Office,Tech D,3.0,8,1,0.0,142.17,235.22,377.39,2026-03
WO-00571,2026-03-23 02:00:00,2026-03-25 08:08:25.408656551,General Maintenance,Low,Warehouse,Tech E,54.1,72,1,2.7,1936.87,83.51,2419.49,2026-03
WO-00572,2026-03-30 21:00:00,2026-03-31 14:46:17.473324737,HVAC,Medium,Office,Tech A,17.8,48,1,0.5,862.05,102.53,1041.52,2026-03
WO-00573,2026-01-04 02:00:00,2026-01-04 16:03:29.915467061,General Maintenance,High,Production A,Tech B,14.1,24,1,3.0,607.88,128.09,1189.65,2026-01
WO-00574,2026-03-03 01:00:00,2026-03-03 02:36:16.812233221,General Maintenance,Low,Warehouse,Tech B,1.6,72,1,0.1,67.54,49.24,127.18,2026-03
WO-00575,2026-04-03 12:00:00,2026-04-03 21:21:27.632230033,Plumbing,Low,Production B,Tech E,9.4,72,1,0.7,384.43,157.3,642.53,2026-04
WO-00576,2026-06-06 13:00:00,2026-06-07 06:53:02.125666072,Plumbing,Low,Production A,Tech A,17.9,72,1,2.1,657.02,106.5,1072.09,2026-06
WO-00577,2026-01-11 16:00:00,2026-01-12 01:32:54.197400987,Plumbing,Medium,Production A,Tech B,9.5,48,1,0.7,310.79,211.67,620.45,2026-01
WO-00578,2026-04-04 13:00:00,2026-04-06 03:58:56.222160107,HVAC,High,Production B,Tech D,39.0,24,0,7.9,1932.71,76.39,3196.69,2026-04
WO-00579,2026-06-04 05:00:00,2026-06-06 11:36:28.771396132,Plumbing,Medium,Production A,Tech B,54.6,48,0,1.9,2636.76,185.35,3107.09,2026-06
WO-00580,2026-05-08 13:00:00,2026-05-08 18:56:42.272574368,HVAC,High,Production B,Tech A,5.9,24,1,2.5,246.24,484.26,1105.76,2026-05
WO-00581,2026-05-05 12:00:00,2026-05-07 08:05:05.209649919,Mechanical,Medium,Utility Room,Tech C,44.1,48,1,2.3,1640.81,297.72,2282.27,2026-05
WO-00582,2026-01-16 20:00:00,2026-01-17 04:07:12.229182853,HVAC,High,Office,Tech C,8.1,24,1,1.1,264.72,170.91,606.93,2026-01
WO-00583,2026-06-30 00:00:00,2026-06-30 19:19:06.455338797,Mechanical,High,Production B,Tech D,19.3,24,1,2.8,785.72,84.07,1287.41,2026-06
WO-00584,2026-06-21 11:00:00,2026-06-22 04:22:13.584196802,General Maintenance,Medium,Production B,Tech C,17.4,48,1,1.1,846.23,117.77,1132.6,2026-06
WO-00585,2026-06-04 14:00:00,2026-06-06 12:00:39.558580546,HVAC,Low,Warehouse,Tech B,46.0,72,1,2.8,2048.92,104.8,2573.82,2026-06
WO-00586,2026-04-20 22:00:00,2026-04-22 03:51:54.820371623,Plumbing,Medium,Production A,Tech D,29.9,48,1,1.1,1597.49,224.38,1983.8,2026-04
WO-00587,2026-04-18 23:00:00,2026-04-19 16:02:31.906263650,HVAC,Low,Office,Tech B,17.0,72,1,0.0,646.82,128.41,775.23,2026-04
WO-00588,2026-06-13 10:00:00,2026-06-13 22:30:12.471263924,Mechanical,High,Production B,Tech A,12.5,24,1,1.3,577.49,157.44,922.95,2026-06
WO-00589,2026-02-09 08:00:00,2026-02-09 14:28:34.114692960,Mechanical,Medium,Warehouse,Tech D,6.5,48,1,0.0,217.2,52.79,269.98,2026-02
WO-00590,2026-03-04 08:00:00,2026-03-05 20:23:48.643644696,General Maintenance,Low,Production B,Tech C,36.4,72,1,1.5,1761.84,115.28,2100.99,2026-03
WO-00591,2026-01-16 10:00:00,2026-01-17 18:16:17.036141862,General Maintenance,Low,Office,Tech A,32.3,72,1,2.1,1278.07,50.27,1637.99,2026-01
WO-00592,2026-06-04 11:00:00,2026-06-06 01:53:45.978991540,HVAC,Low,Warehouse,Tech C,38.9,72,1,1.8,1606.73,256.96,2134.93,2026-06
WO-00593,2026-05-30 08:00:00,2026-05-30 20:32:07.435399914,HVAC,Low,Production B,Tech D,12.5,72,1,0.2,449.87,185.99,671.17,2026-05
WO-00594,2026-03-22 23:00:00,2026-03-23 11:01:20.630841223,General Maintenance,Medium,Production B,Tech D,12.0,48,1,0.0,458.7,61.54,520.23,2026-03
WO-00595,2026-05-17 20:00:00,2026-05-18 01:53:58.063934677,Plumbing,High,Production B,Tech B,5.9,24,1,0.9,275.15,161.66,567.45,2026-05
WO-00596,2026-06-27 14:00:00,2026-06-27 19:16:39.290316463,Mechanical,High,Production B,Tech C,5.3,24,1,1.2,193.21,158.74,535.34,2026-06
WO-00597,2026-02-24 04:00:00,2026-02-24 16:59:06.197548030,General Maintenance,Medium,Office,Tech B,13.0,48,1,0.2,510.95,33.5,577.68,2026-02
WO-00598,2026-02-09 15:00:00,2026-02-10 17:32:06.443127560,Plumbing,Low,Production B,Tech B,26.5,72,1,1.5,851.18,103.33,1186.38,2026-02
WO-00599,2026-04-07 04:00:00,2026-04-07 22:30:37.984289326,Electrical,Medium,Utility Room,Tech D,18.5,48,1,0.6,693.71,33.04,822.6,2026-04
WO-00600,2026-05-23 02:00:00,2026-05-23 10:18:59.762596479,HVAC,Low,Warehouse,Tech B,8.3,72,1,0.6,405.14,46.65,543.8,2026-05
WO-00601,2026-02-27 18:00:00,2026-02-27 22:01:01.524033234,Mechanical,High,Production B,Tech D,4.0,24,1,2.1,156.68,33.36,498.44,2026-02
WO-00602,2026-05-20 16:00:00,2026-05-21 17:05:20.723699482,HVAC,Medium,Production B,Tech B,25.1,48,1,2.0,1168.22,102.04,1574.29,2026-05
WO-00603,2026-05-17 22:00:00,2026-05-18 15:25:48.396633938,Electrical,Medium,Production A,Tech E,17.4,48,1,1.1,689.53,87.37,939.39,2026-05
WO-00604,2026-04-25 21:00:00,2026-04-26 01:17:14.270373678,HVAC,High,Production B,Tech E,4.3,24,1,1.6,174.17,157.71,566.07,2026-04
WO-00605,2026-03-28 11:00:00,2026-03-28 14:26:57.427047889,HVAC,Critical,Warehouse,Tech E,3.4,8,1,0.5,123.67,60.38,261.09,2026-03
WO-00606,2026-06-14 20:00:00,2026-06-15 11:37:12.909644711,Mechanical,Medium,Production B,Tech D,15.6,48,1,0.5,616.8,61.21,751.42,2026-06
WO-00607,2026-05-06 23:00:00,2026-05-08 07:13:16.426931201,General Maintenance,Low,Production A,Tech C,32.2,72,1,1.8,1674.39,134.83,2085.42,2026-05
WO-00608,2026-06-04 10:00:00,2026-06-04 22:06:02.418267864,General Maintenance,High,Production B,Tech A,12.1,24,1,1.5,535.08,0.0,762.01,2026-06
WO-00609,2026-01-23 22:00:00,2026-01-24 12:08:04.595958925,Mechanical,Medium,Office,Tech D,14.1,48,1,0.9,700.71,250.28,1081.34,2026-01
WO-00610,2026-04-24 17:00:00,2026-04-26 03:25:23.350476014,HVAC,Medium,Production A,Tech A,34.4,48,1,1.4,1210.76,193.83,1613.13,2026-04
WO-00611,2026-02-27 12:00:00,2026-02-27 14:12:43.408680006,HVAC,Critical,Production B,Tech D,2.2,8,1,2.3,91.85,53.55,485.39,2026-02
WO-00612,2026-03-31 02:00:00,2026-04-01 18:50:10.180909802,Electrical,Low,Warehouse,Tech E,40.8,72,1,1.6,1612.25,230.26,2084.29,2026-03
WO-00613,2026-03-22 23:00:00,2026-03-23 12:30:50.298273154,HVAC,Medium,Production A,Tech B,13.5,48,1,1.3,473.54,178.92,853.56,2026-03
WO-00614,2026-04-17 05:00:00,2026-04-17 20:02:53.349065385,HVAC,High,Warehouse,Tech B,15.0,24,1,2.2,595.75,92.07,1019.03,2026-04
WO-00615,2026-03-17 12:00:00,2026-03-17 14:46:57.708205840,Mechanical,High,Production A,Tech E,2.8,24,1,0.2,101.55,21.44,152.19,2026-03
WO-00616,2026-05-07 07:00:00,2026-05-09 02:59:09.546660641,Mechanical,Low,Production A,Tech E,44.0,72,1,2.3,1782.82,210.85,2335.88,2026-05
WO-00617,2026-02-27 22:00:00,2026-02-28 01:53:12.186802025,HVAC,Critical,Production B,Tech C,3.9,8,1,0.9,182.43,212.57,527.74,2026-02
WO-00618,2026-05-15 11:00:00,2026-05-15 13:22:09.207960522,General Maintenance,Critical,Warehouse,Tech C,2.4,8,1,0.0,99.03,39.37,138.39,2026-05
WO-00619,2026-05-06 15:00:00,2026-05-06 17:32:41.751687669,HVAC,Low,Production A,Tech A,2.5,72,1,0.3,150.56,312.25,504.42,2026-05
WO-00620,2026-01-15 02:00:00,2026-01-16 23:28:49.588740163,Plumbing,Medium,Production B,Tech A,45.5,48,1,2.4,1296.39,137.66,1790.45,2026-01
WO-00621,2026-01-02 17:00:00,2026-01-05 07:13:25.391277862,Plumbing,Low,Office,Tech E,62.2,72,1,3.1,2560.52,94.26,3118.11,2026-01
WO-00622,2026-04-11 01:00:00,2026-04-11 21:54:28.062268976,General Maintenance,Low,Production A,Tech A,20.9,72,1,0.7,1074.29,76.65,1255.77,2026-04
WO-00623,2026-06-19 07:00:00,2026-06-19 19:52:17.328397282,Plumbing,Medium,Office,Tech A,12.9,48,1,0.6,425.69,97.68,608.49,2026-06
WO-00624,2026-05-12 22:00:00,2026-05-13 13:52:20.475516905,Mechanical,Medium,Office,Tech E,15.9,48,1,0.6,654.27,213.89,960.73,2026-05
WO-00625,2026-03-21 03:00:00,2026-03-21 04:24:12.759083493,HVAC,Medium,Utility Room,Tech C,1.4,48,1,0.4,60.38,90.49,217.25,2026-03
WO-00626,2026-05-31 11:00:00,2026-05-31 22:58:17.461299202,Controls,Medium,Production A,Tech D,12.0,48,1,0.3,478.04,241.77,763.51,2026-05
WO-00627,2026-06-23 22:00:00,2026-06-25 03:17:24.228334514,HVAC,Medium,Warehouse,Tech A,29.3,48,1,2.2,1135.4,44.74,1510.48,2026-06
WO-00628,2026-05-07 22:00:00,2026-05-09 11:47:56.366922700,Plumbing,Medium,Office,Tech B,37.8,48,1,2.3,1343.21,93.79,1788.07,2026-05
WO-00629,2026-02-16 10:00:00,2026-02-18 02:53:48.753443468,Electrical,Low,Production B,Tech E,40.9,72,1,1.9,1560.23,206.96,2051.91,2026-02
WO-00630,2026-02-02 13:00:00,2026-02-03 00:19:13.537647770,HVAC,Medium,Utility Room,Tech C,11.3,48,1,0.0,514.98,153.59,668.57,2026-02
WO-00631,2026-05-19 22:00:00,2026-05-21 22:03:37.082276657,Electrical,Low,Production A,Tech C,48.1,72,1,2.3,2280.01,355.37,2977.15,2026-05
WO-00632,2026-01-28 22:00:00,2026-01-29 14:58:01.392429355,Electrical,High,Warehouse,Tech D,17.0,24,1,4.9,803.42,74.53,1608.14,2026-01
WO-00633,2026-01-21 19:00:00,2026-01-23 15:17:03.045682540,HVAC,Medium,Production A,Tech A,44.3,48,1,2.7,1750.76,89.91,2251.08,2026-01
WO-00634,2026-05-29 15:00:00,2026-05-29 18:12:08.766195395,Mechanical,Medium,Production B,Tech A,3.2,48,1,0.2,127.91,96.34,248.46,2026-05
WO-00635,2026-05-15 16:00:00,2026-05-16 05:13:44.122311717,Electrical,Medium,Office,Tech E,13.2,48,1,0.9,589.03,237.82,966.83,2026-05
WO-00636,2026-05-26 18:00:00,2026-05-29 09:36:11.107186716,General Maintenance,Low,Production B,Tech E,63.6,72,1,2.6,2611.27,27.32,3033.95,2026-05
WO-00637,2026-02-11 01:00:00,2026-02-13 05:56:36.809883241,Electrical,Low,Production A,Tech A,52.9,72,1,2.2,1789.62,109.71,2227.83,2026-02
WO-00638,2026-06-18 15:00:00,2026-06-18 17:31:59.687716110,HVAC,High,Production A,Tech B,2.5,24,1,1.6,95.35,228.18,571.01,2026-06
WO-00639,2026-06-01 18:00:00,2026-06-03 19:49:29.972152152,Electrical,Medium,Utility Room,Tech A,49.8,48,0,3.5,2411.8,122.0,3061.43,2026-06
WO-00640,2026-04-17 02:00:00,2026-04-18 07:30:06.235683722,HVAC,Medium,Production B,Tech E,29.5,48,1,1.2,1606.41,94.09,1881.47,2026-04
WO-00641,2026-05-27 19:00:00,2026-05-29 18:47:38.605465506,HVAC,Low,Utility Room,Tech A,47.8,72,1,1.4,2002.78,222.08,2434.04,2026-05
WO-00642,2026-02-27 06:00:00,2026-02-27 19:55:25.507168538,Controls,Medium,Office,Tech B,13.9,48,1,1.6,623.91,81.66,948.38,2026-02
WO-00643,2026-03-31 06:00:00,2026-04-01 06:59:09.532946915,Mechanical,Low,Production B,Tech A,25.0,72,1,1.0,902.27,87.41,1141.55,2026-03
WO-00644,2026-02-08 13:00:00,2026-02-08 20:38:52.214220290,Mechanical,High,Production A,Tech C,7.6,24,1,1.0,346.71,84.42,588.49,2026-02
WO-00645,2026-03-27 08:00:00,2026-03-28 04:50:34.104039087,Controls,Low,Production A,Tech A,20.8,72,1,1.8,812.58,154.5,1243.24,2026-03
WO-00646,2026-03-01 07:00:00,2026-03-01 22:22:27.655997754,Plumbing,High,Warehouse,Tech E,15.4,24,1,2.4,676.15,227.86,1265.51,2026-03
WO-00647,2026-05-20 14:00:00,2026-05-21 19:20:40.708637899,Controls,Low,Production A,Tech A,29.3,72,1,1.4,1230.78,20.3,1453.83,2026-05
WO-00648,2026-06-20 19:00:00,2026-06-21 22:45:09.025731522,Mechanical,Medium,Office,Tech B,27.8,48,1,1.2,1239.11,130.33,1544.05,2026-06
WO-00649,2026-06-13 15:00:00,2026-06-15 19:50:36.801877984,Mechanical,Low,Utility Room,Tech C,52.8,72,1,2.4,2542.42,229.31,3136.3,2026-06
WO-00650,2026-01-16 02:00:00,2026-01-18 09:58:23.968509744,HVAC,Low,Office,Tech C,56.0,72,1,3.1,2338.04,84.86,2889.07,2026-01
WO-00651,2026-03-15 07:00:00,2026-03-17 03:00:33.183058920,HVAC,Medium,Production A,Tech B,44.0,48,1,2.1,1912.27,98.35,2322.89,2026-03
WO-00652,2026-02-20 16:00:00,2026-02-22 21:18:56.946372075,General Maintenance,Low,Production B,Tech D,53.3,72,1,3.1,1984.32,72.95,2522.23,2026-02
WO-00653,2026-05-27 20:00:00,2026-05-28 04:39:21.263377229,General Maintenance,High,Production B,Tech B,8.7,24,1,0.6,402.3,59.46,551.93,2026-05
WO-00654,2026-04-29 08:00:00,2026-04-29 15:16:10.108051802,Plumbing,High,Production B,Tech B,7.3,24,1,1.7,316.53,154.38,718.58,2026-04
WO-00655,2026-05-26 03:00:00,2026-05-26 10:14:53.210404711,Controls,High,Production A,Tech E,7.2,24,1,1.8,250.54,331.12,848.5,2026-05
WO-00656,2026-04-07 12:00:00,2026-04-08 00:14:50.830772641,General Maintenance,Medium,Production A,Tech C,12.2,48,1,1.4,565.31,35.35,807.83,2026-04
WO-00657,2026-04-04 02:00:00,2026-04-05 04:30:51.702068213,Mechanical,Low,Production A,Tech E,26.5,72,1,1.1,1244.82,223.47,1631.73,2026-04
WO-00658,2026-04-02 20:00:00,2026-04-05 01:41:01.516871997,HVAC,Low,Production A,Tech A,53.7,72,1,2.1,2411.78,186.13,2905.94,2026-04
WO-00659,2026-03-27 22:00:00,2026-03-29 00:25:53.412623100,Plumbing,Low,Utility Room,Tech A,26.4,72,1,1.4,1114.18,111.23,1436.67,2026-03
